respondent_id,survey_wave,city_tier,region,vehicle_type,vehicle_age_years,e20_factory_compatible,monthly_fuel_spend_inr,experienced_mileage_drop,mileage_drop_bucket,experienced_repair_wear_increase,govt_e20_handling_sentiment,wants_e0_e10_choice_back,prior_awareness_of_separator_devices,price_point_shown_inr,purchase_likelihood_1to5,nps_0to10,preferred_payment_mode,primary_motivator,household_income_bucket
R100618,Wave 1 - Jul 2026,Metro,South,Two-wheeler,2.9,Yes,679,Yes,0-5%,No,Ineffective,No,No,3999,5,9,No-cost EMI (installments),Restore lost mileage,<₹3L
R100619,Wave 1 - Jul 2026,Metro,West,Two-wheeler,5.5,No,1104,Yes,10-15%,Yes,Disastrous,Yes,No,4499,5,9,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100620,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,1.4,No,1604,No,None noticed,No,Neutral/Mixed,No,No,5999,2,0,No-cost EMI (installments),Restore lost mileage,<₹3L
R100621,Wave 1 - Jul 2026,Tier-1,South,Sedan,5.9,No,5634,Yes,10-15%,No,Ineffective,Yes,No,3999,4,8,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100622,Wave 2 - Jul 2026,Tier-3,West,Hatchback,4.7,No,3975,Yes,10-15%,No,Ineffective,No,No,4499,4,7,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100623,Wave 2 - Jul 2026,Tier-1,West,Hatchback,9.7,No,2811,No,None noticed,Yes,Disastrous,No,Yes,4499,4,7,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100624,Wave 1 - Jul 2026,Tier-3,West,Two-wheeler,3.8,Yes,1396,Yes,0-5%,Yes,Neutral/Mixed,No,No,4499,5,10,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100625,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,1.5,Yes,1793,No,None noticed,No,Neutral/Mixed,No,No,4499,1,0,One-time payment,Protect engine/seals from damage,₹6-10L
R100626,Wave 1 - Jul 2026,Tier-2,West,Two-wheeler,3.8,Yes,1408,Yes,0-5%,No,Ineffective,No,No,3999,5,10,One-time payment,Restore lost mileage,₹3-6L
R100627,Wave 1 - Jul 2026,Metro,South,SUV,4.1,No,6294,No,None noticed,Yes,Ineffective,No,Yes,5999,1,0,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R100628,Wave 1 - Jul 2026,Tier-2,Central,Hatchback,7.1,No,2733,Yes,5-10%,Yes,Disastrous,Yes,Yes,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100629,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,1.5,Yes,1083,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100630,Wave 1 - Jul 2026,Tier-3,South,SUV,0.9,Yes,9101,Yes,5-10%,No,Disastrous,No,No,3999,5,10,One-time payment,Restore lost mileage,₹6-10L
R100631,Wave 1 - Jul 2026,Tier-3,Central,Two-wheeler,3.8,Yes,1535,No,None noticed,Yes,Neutral/Mixed,Yes,Yes,4499,3,3,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R100632,Wave 2 - Jul 2026,Metro,South,Two-wheeler,9.9,No,1086,Yes,15%+,Yes,Disastrous,Yes,Yes,4499,5,10,One-time payment,Protect engine/seals from damage,₹6-10L
R100633,Wave 2 - Jul 2026,Tier-1,North,Two-wheeler,5.2,No,533,Yes,5-10%,Yes,Positive,No,No,4499,5,8,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100634,Wave 1 - Jul 2026,Metro,North,Commercial/Fleet,5.4,No,20676,Yes,5-10%,Yes,Ineffective,No,Yes,3999,5,10,One-time payment,Restore lost mileage,₹10-20L
R100635,Wave 1 - Jul 2026,Metro,North,Sedan,1.1,Yes,4342,Yes,5-10%,No,Disastrous,No,No,4499,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100636,Wave 2 - Jul 2026,Tier-2,North,Hatchback,3.4,No,5010,Yes,10-15%,No,Ineffective,Yes,No,3999,5,10,One-time payment,Protect engine/seals from damage,<₹3L
R100637,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,7.2,No,1104,Yes,15%+,Yes,Disastrous,No,No,4499,5,9,One-time payment,Save money long-term vs additives,₹10-20L
R100638,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,4.1,No,1013,Yes,10-15%,Yes,Positive,No,No,5999,5,8,One-time payment,Protect engine/seals from damage,₹10-20L
R100639,Wave 1 - Jul 2026,Tier-3,West,Hatchback,0.8,Yes,4380,No,None noticed,No,Positive,No,No,4499,5,6,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100640,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,3.4,No,2324,Yes,10-15%,Yes,Disastrous,No,No,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100641,Wave 1 - Jul 2026,Tier-2,West,Commercial/Fleet,4.9,No,22380,No,None noticed,Yes,Ineffective,No,No,4499,5,9,Subscription (device+cartridges bundled),Not sure / still skeptical,>₹20L
R100642,Wave 1 - Jul 2026,Metro,North,Sedan,3.1,No,6021,Yes,10-15%,No,Positive,No,No,4499,4,3,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100643,Wave 2 - Jul 2026,Metro,Central,Two-wheeler,1.7,No,1541,Yes,0-5%,No,Ineffective,No,No,5999,4,7,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100644,Wave 2 - Jul 2026,Tier-2,North,Sedan,5.8,No,2956,No,None noticed,Yes,Ineffective,No,No,4499,4,8,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100645,Wave 1 - Jul 2026,Tier-3,West,Commercial/Fleet,2.4,Yes,12686,No,None noticed,Yes,Ineffective,Yes,No,5999,4,6,One-time payment,Save money long-term vs additives,₹6-10L
R100646,Wave 2 - Jul 2026,Metro,South,Hatchback,4.4,No,1247,Yes,10-15%,No,Disastrous,No,No,5999,1,0,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100647,Wave 2 - Jul 2026,Tier-1,West,Hatchback,3.3,No,6234,Yes,15%+,Yes,Ineffective,No,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,>₹20L
R100648,Wave 1 - Jul 2026,Tier-2,South,Commercial/Fleet,2.4,Yes,26412,No,None noticed,No,Neutral/Mixed,No,No,4499,4,8,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100649,Wave 1 - Jul 2026,Metro,East,Two-wheeler,10.6,No,1554,Yes,10-15%,No,Neutral/Mixed,No,No,5999,2,2,One-time payment,Protect engine/seals from damage,₹3-6L
R100650,Wave 1 - Jul 2026,Tier-1,North,SUV,2.2,Yes,8510,No,None noticed,No,Neutral/Mixed,No,No,5999,2,4,One-time payment,Not sure / still skeptical,₹6-10L
R100651,Wave 2 - Jul 2026,Tier-3,Central,Two-wheeler,3.5,No,792,Yes,10-15%,Yes,Ineffective,Yes,Yes,3999,4,8,One-time payment,Save money long-term vs additives,₹6-10L
R100652,Wave 1 - Jul 2026,Tier-2,West,Hatchback,3.3,No,3942,Yes,10-15%,No,Ineffective,No,No,3999,5,9,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100653,Wave 1 - Jul 2026,Metro,East,SUV,3.8,No,12315,Yes,5-10%,No,Neutral/Mixed,No,No,3999,5,7,No-cost EMI (installments),Restore lost mileage,>₹20L
R100654,Wave 1 - Jul 2026,Tier-3,East,Hatchback,10.1,No,4355,Yes,10-15%,No,Ineffective,No,No,5999,3,4,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100655,Wave 1 - Jul 2026,Tier-1,Central,Hatchback,4.9,No,3536,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,4,8,No-cost EMI (installments),Save money long-term vs additives,>₹20L
R100656,Wave 1 - Jul 2026,Tier-3,North,Hatchback,2.3,Yes,2133,No,None noticed,Yes,Ineffective,No,Yes,3999,4,7,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R100657,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,8.2,No,1941,No,None noticed,Yes,Neutral/Mixed,No,No,4499,4,8,One-time payment,Restore lost mileage,₹3-6L
R100658,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,5.5,No,1373,No,None noticed,No,Positive,No,No,5999,1,1,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100659,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,2.4,Yes,711,Yes,5-10%,Yes,Ineffective,No,No,5999,3,5,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100660,Wave 1 - Jul 2026,Metro,West,Hatchback,7.4,No,3113,Yes,15%+,Yes,Disastrous,Yes,No,3999,5,9,One-time payment,Protect engine/seals from damage,₹3-6L
R100661,Wave 1 - Jul 2026,Tier-3,Central,Two-wheeler,1.1,Yes,899,No,None noticed,No,Neutral/Mixed,No,No,3999,1,1,One-time payment,Not sure / still skeptical,₹3-6L
R100662,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,1.4,No,1348,Yes,0-5%,No,Disastrous,No,No,4499,3,8,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100663,Wave 2 - Jul 2026,Metro,West,SUV,0.8,Yes,8676,No,None noticed,No,Disastrous,No,No,4499,3,3,One-time payment,Restore lost mileage,₹3-6L
R100664,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,0.5,Yes,1203,No,None noticed,No,Positive,No,No,3999,2,3,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100665,Wave 1 - Jul 2026,Tier-2,East,Two-wheeler,7.1,No,1705,Yes,10-15%,No,Neutral/Mixed,Yes,No,3999,3,7,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100666,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,3.8,No,1431,Yes,10-15%,Yes,Disastrous,Yes,No,5999,4,5,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R100667,Wave 2 - Jul 2026,Tier-3,North,Two-wheeler,0.9,Yes,1816,No,None noticed,No,Positive,No,Yes,4499,1,1,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100668,Wave 2 - Jul 2026,Tier-1,West,Sedan,3.2,Yes,5220,No,None noticed,No,Neutral/Mixed,Yes,No,3999,3,6,One-time payment,Protect engine/seals from damage,<₹3L
R100669,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,6.0,No,2594,Yes,5-10%,No,Neutral/Mixed,No,No,4499,5,7,One-time payment,Protect engine/seals from damage,₹3-6L
R100670,Wave 1 - Jul 2026,Metro,South,Two-wheeler,1.9,Yes,1179,Yes,5-10%,No,Neutral/Mixed,Yes,No,3999,1,1,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100671,Wave 1 - Jul 2026,Tier-2,South,Commercial/Fleet,2.6,No,13821,Yes,15%+,Yes,Neutral/Mixed,No,No,4499,4,7,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100672,Wave 1 - Jul 2026,Tier-3,Central,SUV,10.9,No,5844,Yes,10-15%,Yes,Ineffective,No,Yes,4499,5,9,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R100673,Wave 1 - Jul 2026,Tier-2,Central,Sedan,2.8,No,5457,Yes,10-15%,No,Positive,No,No,3999,5,9,One-time payment,Save money long-term vs additives,₹6-10L
R100674,Wave 2 - Jul 2026,Tier-2,Central,SUV,0.9,Yes,4252,No,None noticed,No,Neutral/Mixed,No,No,3999,1,2,One-time payment,Protect engine/seals from damage,₹10-20L
R100675,Wave 1 - Jul 2026,Tier-1,East,Commercial/Fleet,2.2,Yes,20026,No,None noticed,No,Ineffective,No,No,5999,5,9,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100676,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,0.8,Yes,653,Yes,0-5%,No,Disastrous,No,No,5999,5,9,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹10-20L
R100677,Wave 2 - Jul 2026,Tier-1,South,Hatchback,5.2,No,4390,Yes,10-15%,Yes,Ineffective,Yes,No,3999,4,6,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100678,Wave 2 - Jul 2026,Metro,West,Hatchback,1.7,Yes,2611,No,None noticed,No,Ineffective,No,Yes,4499,4,6,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R100679,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,1.6,Yes,1251,Yes,5-10%,No,Positive,No,No,3999,3,3,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100680,Wave 2 - Jul 2026,Metro,West,Two-wheeler,11.6,No,1637,Yes,15%+,Yes,Disastrous,No,No,5999,5,9,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100681,Wave 1 - Jul 2026,Metro,West,Two-wheeler,1.2,No,2303,No,None noticed,No,Positive,No,Yes,5999,1,0,No-cost EMI (installments),Environmental/fuel-quality concern,<₹3L
R100682,Wave 1 - Jul 2026,Metro,South,Sedan,1.0,Yes,4049,No,None noticed,No,Neutral/Mixed,No,No,4499,3,5,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R100683,Wave 1 - Jul 2026,Tier-1,East,SUV,1.4,No,7855,No,None noticed,No,Positive,No,No,4499,4,8,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100684,Wave 2 - Jul 2026,Tier-2,South,Sedan,6.1,No,4625,Yes,10-15%,Yes,Positive,No,No,4499,5,10,One-time payment,Restore lost mileage,₹10-20L
R100685,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,4.8,Yes,1059,Yes,10-15%,No,Ineffective,No,No,3999,5,9,One-time payment,Restore lost mileage,₹10-20L
R100686,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.2,No,1120,No,None noticed,No,Neutral/Mixed,No,No,4499,2,1,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100687,Wave 2 - Jul 2026,Tier-3,North,Two-wheeler,2.1,Yes,1723,No,None noticed,No,Ineffective,No,No,3999,5,10,One-time payment,Protect engine/seals from damage,₹10-20L
R100688,Wave 1 - Jul 2026,Tier-2,East,Hatchback,4.5,No,3626,Yes,10-15%,Yes,Ineffective,Yes,No,5999,5,9,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100689,Wave 2 - Jul 2026,Tier-1,South,Commercial/Fleet,3.9,Yes,30151,No,None noticed,No,Positive,No,No,4499,5,9,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100690,Wave 1 - Jul 2026,Tier-1,North,SUV,3.0,No,9155,No,None noticed,Yes,Disastrous,Yes,No,3999,4,7,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R100691,Wave 1 - Jul 2026,Tier-3,East,Commercial/Fleet,4.9,No,13268,Yes,10-15%,No,Disastrous,No,Yes,4499,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R100692,Wave 1 - Jul 2026,Metro,West,SUV,1.3,Yes,7358,Yes,0-5%,No,Ineffective,Yes,No,5999,2,3,One-time payment,Environmental/fuel-quality concern,>₹20L
R100693,Wave 2 - Jul 2026,Tier-1,North,Commercial/Fleet,1.7,Yes,14346,Yes,0-5%,No,Disastrous,No,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100694,Wave 2 - Jul 2026,Tier-3,South,Hatchback,5.0,No,5141,Yes,5-10%,Yes,Ineffective,Yes,No,4499,5,8,No-cost EMI (installments),Environmental/fuel-quality concern,<₹3L
R100695,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,4.1,Yes,758,Yes,0-5%,No,Disastrous,No,No,5999,4,6,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100696,Wave 1 - Jul 2026,Tier-2,West,Two-wheeler,3.4,Yes,874,Yes,10-15%,No,Positive,No,No,3999,3,6,One-time payment,Restore lost mileage,₹3-6L
R100697,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,11.3,No,1168,Yes,10-15%,Yes,Positive,No,No,4499,4,6,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100698,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,5.6,No,1668,Yes,15%+,No,Neutral/Mixed,No,No,4499,3,3,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100699,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.3,Yes,1883,No,None noticed,No,Neutral/Mixed,No,Yes,3999,3,6,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100700,Wave 1 - Jul 2026,Metro,West,Commercial/Fleet,1.8,Yes,25651,No,None noticed,No,Ineffective,Yes,No,5999,4,6,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100701,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,4.3,No,1608,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,9,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100702,Wave 1 - Jul 2026,Metro,East,Commercial/Fleet,7.1,No,18071,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,10,One-time payment,Save money long-term vs additives,₹10-20L
R100703,Wave 2 - Jul 2026,Tier-3,North,Sedan,0.7,Yes,7090,Yes,10-15%,No,Positive,Yes,No,3999,3,5,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100704,Wave 1 - Jul 2026,Tier-1,West,Hatchback,4.1,No,2854,No,None noticed,Yes,Ineffective,No,No,5999,5,6,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100705,Wave 1 - Jul 2026,Tier-2,South,Sedan,2.6,No,2804,Yes,10-15%,No,Disastrous,No,No,5999,4,7,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100706,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,3.8,No,1571,Yes,10-15%,No,Positive,No,No,3999,2,4,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100707,Wave 1 - Jul 2026,Tier-2,North,Hatchback,1.0,Yes,3017,No,None noticed,No,Positive,No,No,4499,3,6,One-time payment,Protect engine/seals from damage,<₹3L
R100708,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,7.1,No,1374,Yes,15%+,Yes,Disastrous,No,No,3999,5,6,Subscription (device+cartridges bundled),Protect engine/seals from damage,>₹20L
R100709,Wave 1 - Jul 2026,Tier-1,Central,Commercial/Fleet,8.3,No,19120,Yes,15%+,No,Ineffective,No,No,5999,5,10,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100710,Wave 2 - Jul 2026,Tier-3,North,Two-wheeler,5.3,No,1497,Yes,10-15%,Yes,Disastrous,No,Yes,4499,4,5,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100711,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,9.4,No,1768,No,None noticed,Yes,Ineffective,No,No,3999,5,8,One-time payment,Protect engine/seals from damage,₹6-10L
R100712,Wave 1 - Jul 2026,Tier-2,Central,Sedan,2.5,Yes,7151,No,None noticed,No,Neutral/Mixed,No,Yes,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100713,Wave 1 - Jul 2026,Tier-3,West,Sedan,4.0,No,6117,Yes,15%+,Yes,Disastrous,Yes,No,5999,3,5,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100714,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,5.3,No,1227,Yes,15%+,No,Disastrous,Yes,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100715,Wave 1 - Jul 2026,Metro,North,Hatchback,4.3,No,4327,Yes,15%+,No,Disastrous,Yes,No,3999,4,6,One-time payment,Restore lost mileage,₹10-20L
R100716,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,2.8,No,1166,Yes,10-15%,Yes,Disastrous,No,No,5999,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100717,Wave 1 - Jul 2026,Metro,West,Sedan,3.0,No,5481,Yes,10-15%,Yes,Disastrous,No,No,3999,5,9,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100718,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,7.9,No,2426,Yes,5-10%,No,Ineffective,Yes,No,4499,4,5,Subscription (device+cartridges bundled),Restore lost mileage,<₹3L
R100719,Wave 1 - Jul 2026,Tier-3,Central,Two-wheeler,3.3,Yes,1471,No,None noticed,Yes,Ineffective,No,Yes,4499,2,4,One-time payment,Not sure / still skeptical,₹10-20L
R100720,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,6.8,No,1576,Yes,10-15%,No,Ineffective,No,No,3999,3,5,One-time payment,Protect engine/seals from damage,>₹20L
R100721,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,3.2,No,1123,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,10,One-time payment,Restore lost mileage,₹3-6L
R100722,Wave 2 - Jul 2026,Metro,South,Two-wheeler,6.8,No,1800,No,None noticed,Yes,Disastrous,Yes,No,3999,2,3,One-time payment,Not sure / still skeptical,₹6-10L
R100723,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,3.5,No,1698,Yes,5-10%,No,Disastrous,No,No,3999,3,8,One-time payment,Not sure / still skeptical,₹6-10L
R100724,Wave 2 - Jul 2026,Metro,North,Two-wheeler,5.0,No,1701,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100725,Wave 1 - Jul 2026,Metro,North,Two-wheeler,2.0,Yes,1484,No,None noticed,Yes,Neutral/Mixed,No,No,5999,2,2,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100726,Wave 2 - Jul 2026,Metro,South,Hatchback,4.0,No,5416,Yes,10-15%,No,Positive,Yes,No,3999,4,8,One-time payment,Protect engine/seals from damage,₹3-6L
R100727,Wave 1 - Jul 2026,Metro,West,Two-wheeler,2.0,Yes,1899,No,None noticed,Yes,Positive,No,No,5999,1,0,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100728,Wave 1 - Jul 2026,Tier-1,North,Sedan,2.5,Yes,6260,No,None noticed,No,Neutral/Mixed,No,No,4499,3,6,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R100729,Wave 2 - Jul 2026,Tier-1,South,Commercial/Fleet,2.6,No,17906,Yes,15%+,No,Neutral/Mixed,No,No,3999,5,5,One-time payment,Protect engine/seals from damage,₹6-10L
R100730,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,2.9,No,1751,Yes,15%+,No,Ineffective,No,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100731,Wave 1 - Jul 2026,Metro,West,Commercial/Fleet,6.3,No,13817,Yes,5-10%,Yes,Ineffective,Yes,No,3999,5,9,One-time payment,Protect engine/seals from damage,>₹20L
R100732,Wave 1 - Jul 2026,Metro,East,Two-wheeler,2.4,Yes,1119,No,None noticed,No,Positive,No,Yes,4499,3,4,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R100733,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,3.7,No,1379,No,None noticed,Yes,Neutral/Mixed,No,No,4499,4,6,No-cost EMI (installments),Restore lost mileage,>₹20L
R100734,Wave 2 - Jul 2026,Metro,West,Sedan,6.8,No,2972,Yes,10-15%,Yes,Disastrous,No,No,4499,5,10,One-time payment,Restore lost mileage,₹6-10L
R100735,Wave 1 - Jul 2026,Tier-2,North,Sedan,4.9,No,7144,Yes,10-15%,No,Disastrous,No,No,5999,3,4,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R100736,Wave 1 - Jul 2026,Metro,South,SUV,0.7,Yes,5989,No,None noticed,No,Ineffective,Yes,No,3999,1,0,No-cost EMI (installments),Restore lost mileage,<₹3L
R100737,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,1.0,Yes,1215,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100738,Wave 1 - Jul 2026,Tier-1,South,Sedan,4.4,No,5454,Yes,10-15%,Yes,Ineffective,No,No,3999,5,10,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100739,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.3,Yes,1415,Yes,0-5%,No,Ineffective,No,Yes,3999,4,9,One-time payment,Protect engine/seals from damage,₹10-20L
R100740,Wave 1 - Jul 2026,Metro,North,Two-wheeler,0.8,No,1265,No,None noticed,No,Ineffective,Yes,No,3999,1,0,One-time payment,Not sure / still skeptical,<₹3L
R100741,Wave 1 - Jul 2026,Metro,South,Two-wheeler,2.2,Yes,1374,No,None noticed,No,Neutral/Mixed,No,No,5999,1,1,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100742,Wave 1 - Jul 2026,Tier-3,South,Commercial/Fleet,4.5,No,18191,Yes,5-10%,No,Disastrous,No,No,5999,5,9,One-time payment,Restore lost mileage,<₹3L
R100743,Wave 1 - Jul 2026,Metro,North,Two-wheeler,2.6,Yes,1225,No,None noticed,Yes,Ineffective,No,No,5999,4,6,One-time payment,Protect engine/seals from damage,₹3-6L
R100744,Wave 1 - Jul 2026,Tier-1,East,SUV,3.5,No,6425,Yes,10-15%,No,Disastrous,No,No,5999,3,4,One-time payment,Restore lost mileage,₹10-20L
R100745,Wave 1 - Jul 2026,Tier-1,Central,Hatchback,2.8,Yes,5472,Yes,0-5%,Yes,Disastrous,No,No,4499,5,9,Subscription (device+cartridges bundled),Save money long-term vs additives,>₹20L
R100746,Wave 1 - Jul 2026,Tier-1,North,Sedan,1.9,Yes,2382,Yes,0-5%,No,Ineffective,Yes,No,5999,4,8,One-time payment,Not sure / still skeptical,₹6-10L
R100747,Wave 2 - Jul 2026,Tier-1,Central,Sedan,3.9,Yes,5466,Yes,0-5%,Yes,Ineffective,No,No,5999,4,7,One-time payment,Protect engine/seals from damage,<₹3L
R100748,Wave 1 - Jul 2026,Tier-2,North,SUV,0.7,Yes,7123,No,None noticed,No,Positive,No,No,5999,1,0,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R100749,Wave 1 - Jul 2026,Tier-3,Central,Two-wheeler,1.8,Yes,1564,No,None noticed,No,Neutral/Mixed,No,No,4499,1,0,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100750,Wave 2 - Jul 2026,Metro,Central,Two-wheeler,5.6,No,830,Yes,10-15%,Yes,Ineffective,Yes,No,5999,5,7,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100751,Wave 1 - Jul 2026,Tier-1,North,Hatchback,1.0,Yes,3612,No,None noticed,No,Ineffective,No,No,3999,4,7,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100752,Wave 1 - Jul 2026,Metro,East,Two-wheeler,3.3,No,1360,Yes,10-15%,Yes,Disastrous,No,Yes,5999,4,7,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100753,Wave 2 - Jul 2026,Tier-1,Central,Two-wheeler,2.4,Yes,1819,No,None noticed,No,Neutral/Mixed,No,No,5999,2,5,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100754,Wave 2 - Jul 2026,Tier-2,Central,Two-wheeler,2.3,Yes,1530,No,None noticed,No,Neutral/Mixed,Yes,No,4499,2,4,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100755,Wave 2 - Jul 2026,Metro,Central,Two-wheeler,5.9,Yes,936,No,None noticed,Yes,Positive,No,No,3999,2,1,One-time payment,Environmental/fuel-quality concern,₹3-6L
